model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Auris,2016,15900,Automatic,20209,Hybrid,78.5,1.8
 Auris,2016,9717,Manual,31280,Gasoline,58.9,1.2
 Auris,2017,13901,Automatic,25504,Hybrid,78.5,1.8
 Auris,2015,13465,Automatic,11153,Hybrid,70.6,1.8
 Auris,2016,15795,Automatic,19714,Hybrid,70.6,1.8
 Auris,2007,1795,Manual,70546,Gasoline,39.8,1.6
 Auris,2007,1599,Manual,107000,Gasoline,39.8,1.6
 Auris,2011,7995,Automatic,40000,Gasoline,70.6,1.8
 Auris,2019,15814,Automatic,11928,Hybrid,68.8,1.8
 Auris,2017,10795,Manual,18000,Gasoline,58.9,1.2
 Auris,2014,6995,Manual,31000,Gasoline,46.3,1.6
 Auris,2014,9000,Automatic,30896,Gasoline,48.7,1.6
 Auris,2015,8100,Manual,48002,Diesel,67.3,1.6
 Auris,2013,12300,Automatic,38986,Hybrid,70.6,1.8
 Auris,2016,16600,Automatic,23366,Hybrid,70.6,1.8
 Auris,2015,10499,Manual,8962,Diesel,65.7,1.6
 Auris,2015,13000,Automatic,38095,Hybrid,76.4,1.8
 Auris,2013,9099,Automatic,65119,Hybrid,72.4,1.8
 Auris,2014,7625,Manual,39771,Gasoline,46.3,1.6
 Auris,2015,12472,Automatic,18676,Hybrid,76.4,1.8
 Auris,2014,11599,Automatic,27110,Hybrid,72.4,1.8
 Auris,2014,9999,Automatic,46599,Hybrid,72.4,1.8
 Auris,2015,8199,Manual,50119,Gasoline,58.9,1.2
 Auris,2014,7995,Manual,14977,Gasoline,47.9,1.6
 Auris,2018,12794,Manual,11870,Gasoline,51.3,1.2
 Auris,2016,10290,Manual,19541,Gasoline,58.9,1.2
 Auris,2016,8799,Manual,22594,Gasoline,58.9,1.2
 Auris,2013,8959,Automatic,58787,Hybrid,72.4,1.8
 Auris,2012,5458,Manual,65073,Gasoline,42.8,1.6
 Auris,2014,7599,Manual,37202,Gasoline,46.3,1.6
 Auris,2016,13599,Automatic,54904,Hybrid,78.5,1.8
 Auris,2015,8378,Manual,29167,Diesel,67.3,1.6
 Auris,2013,6727,Manual,54367,Gasoline,51.4,1.3
 Auris,2013,5899,Manual,41000,Gasoline,51.4,1.3
 Auris,2017,11500,Automatic,90970,Hybrid,78.5,1.8
 Auris,2015,7295,Manual,57860,Gasoline,47.9,1.6
 Auris,2016,13495,Automatic,17098,Hybrid,72.4,1.8
 Auris,2010,4495,Manual,57000,Diesel,60.1,1.4
 Auris,2015,14775,Automatic,27908,Hybrid,70.6,1.8
 Auris,2016,15475,Automatic,37298,Hybrid,70.6,1.8
 Auris,2014,14275,Automatic,22460,Hybrid,70.6,1.8
 Auris,2016,13295,Automatic,28872,Hybrid,72.4,1.8
 Auris,2017,17495,Automatic,21960,Hybrid,70.6,1.8
 Auris,2018,17495,Automatic,22032,Hybrid,65.6,1.8
 Auris,2017,16995,Automatic,21875,Hybrid,70.6,1.8
 Auris,2015,8395,Manual,31285,Diesel,74.3,1.4
 Auris,2017,14995,Automatic,35404,Hybrid,78.5,1.8
 Auris,2018,17695,Automatic,9446,Hybrid,65.6,1.8
 Auris,2014,11995,Automatic,34611,Hybrid,72.4,1.8
 Auris,2015,7000,Manual,68022,Gasoline,58.9,1.2
 Auris,2014,10400,Automatic,64854,Hybrid,70.6,1.8
 Auris,2013,7750,Automatic,30000,Gasoline,49.6,1.6
 Auris,2018,17795,Automatic,19668,Hybrid,65.6,1.8
 Auris,2014,13695,Automatic,32198,Hybrid,70.6,1.8
 Auris,2013,9700,Automatic,42349,Gasoline,72.4,1.8
 Auris,2014,11773,Automatic,50280,Hybrid,70.6,1.8
 Auris,2017,10300,Manual,14000,Gasoline,58.9,1.2
 Auris,2017,10295,Manual,35459,Gasoline,58.9,1.2
 Auris,2017,15995,Automatic,20543,Hybrid,78.5,1.8
 Auris,2017,9995,Manual,21780,Gasoline,58.9,1.2
 Auris,2015,8295,Manual,41100,Diesel,74.3,1.4
 Auris,2015,12695,Automatic,22277,Hybrid,72.4,1.8
 Auris,2017,10761,Manual,21951,Gasoline,58.9,1.2
 Auris,2015,14600,Automatic,43261,Hybrid,70.6,1.8
 Auris,2014,11985,Automatic,47719,Hybrid,70.6,1.8
 Auris,2015,12985,Automatic,28975,Hybrid,72.4,1.8
 Auris,2015,11295,Automatic,54450,Hybrid,72.4,1.8
 Auris,2015,13675,Automatic,35002,Hybrid,72.4,1.8
 Auris,2017,11975,Automatic,24139,Gasoline,53.3,1.2
 Auris,2018,17475,Automatic,19176,Hybrid,65.6,1.8
 Auris,2015,11675,Automatic,36457,Hybrid,74.3,1.8
 Auris,2017,10985,Manual,24740,Gasoline,58.9,1.2
 Auris,2017,13975,Automatic,18686,Hybrid,78.5,1.8
 Auris,2014,12675,Automatic,20011,Hybrid,72.4,1.8
 Auris,2015,15975,Automatic,35661,Hybrid,70.6,1.8
 Auris,2011,4999,Automatic,150000,Gasoline,70.6,1.8
 Auris,2013,11975,Automatic,33738,Hybrid,72.4,1.8
 Auris,2008,4975,Manual,34801,Gasoline,39.8,1.6
 Auris,2014,7275,Manual,44171,Diesel,72.4,1.4
 Auris,2017,17675,Automatic,16401,Hybrid,78.5,1.8
 Auris,2016,14975,Automatic,46580,Hybrid,78.5,1.8
 Auris,2013,8495,Manual,22900,Gasoline,46.3,1.6
 Auris,2014,12975,Automatic,55584,Hybrid,70.6,1.8
 Auris,2014,10675,Automatic,28130,Hybrid,76.4,1.8
 Auris,2013,7475,Manual,43156,Gasoline,46.3,1.6
 Auris,2015,12975,Automatic,32909,Hybrid,78.5,1.8
 Auris,2016,9399,Manual,31229,Diesel,67.3,1.6
 Auris,2012,8499,Automatic,67698,Hybrid,72.4,1.8
 Auris,2018,16999,Automatic,9173,Hybrid,65.6,1.8
 Auris,2014,7750,Manual,21099,Gasoline,46.3,1.6
 Auris,2017,17159,Automatic,12174,Hybrid,70.6,1.8
 Auris,2016,8961,Manual,22367,Gasoline,58.9,1.2
 Auris,2015,11961,Automatic,14303,Hybrid,72.4,1.8
 Auris,2009,3250,Manual,84300,Gasoline,43.5,1.6
 Auris,2017,13799,Automatic,23418,Hybrid,78.5,1.8
 Auris,2016,13499,Automatic,71329,Hybrid,70.6,1.8
 Auris,2009,2991,Manual,91379,Gasoline,48.7,1.3
 Auris,2013,6499,Manual,52229,Diesel,72.4,1.4
 Auris,2015,13999,Automatic,7040,Hybrid,72.4,1.8
 Auris,2017,11699,Manual,17546,Gasoline,52.3,1.2
 Auris,2015,13499,Automatic,55715,Hybrid,70.6,1.8
 Auris,2016,9450,Manual,36283,Gasoline,52.3,1.2
 Auris,2017,14950,Automatic,12414,Hybrid,72.4,1.8
 Auris,2015,12950,Automatic,13381,Hybrid,72.4,1.8
 Auris,2013,6450,Manual,54968,Diesel,72.4,1.4
 Auris,2016,13950,Automatic,23589,Hybrid,72.4,1.8
 Auris,2018,18499,Automatic,7649,Hybrid,65.6,1.8
 Auris,2018,15450,Automatic,20000,Hybrid,68.8,1.8
 Auris,2018,15450,Automatic,65601,Hybrid,68.8,1.8
 Auris,2018,12950,Manual,10674,Gasoline,58.9,1.2
 Auris,2017,11793,Automatic,11200,Gasoline,61.4,1.2
 Auris,2018,16993,Automatic,4566,Hybrid,68.8,1.8
 Auris,2017,11793,Manual,14686,Gasoline,52.3,1.2
 Auris,2013,8950,Automatic,78881,Hybrid,72.4,1.8
 Auris,2011,5950,Automatic,69000,Hybrid,70.6,1.8
 Auris,2017,14995,Automatic,18500,Hybrid,78.5,1.8
 Auris,2015,11995,Automatic,11270,Hybrid,74.3,1.8
 Auris,2017,13450,Automatic,28000,Hybrid,78.5,1.8
 Auris,2017,15450,Automatic,9952,Hybrid,72.4,1.8
 Auris,2016,12491,Automatic,26465,Hybrid,78.5,1.8
 Auris,2013,8695,Automatic,75000,Hybrid,72.4,1.8
 Auris,2015,9299,Automatic,85895,Hybrid,70.6,1.8
 Auris,2015,10493,Automatic,52000,Hybrid,74.3,1.8
 Auris,2017,9990,Manual,20390,Gasoline,58.9,1.2
 Auris,2017,11990,Manual,4653,Gasoline,58.9,1.2
 Auris,2016,13995,Automatic,19931,Hybrid,78.5,1.8
 Auris,2015,12990,Automatic,17052,Hybrid,76.4,1.8
 Auris,2016,8750,Manual,33123,Gasoline,58.9,1.2
 Auris,2016,12199,Automatic,48913,Hybrid,78.5,1.8
 Auris,2013,7000,Manual,27148,Gasoline,51.4,1.3
 Auris,2012,5200,Manual,77000,Gasoline,42.8,1.6
 Auris,2018,15549,Automatic,16238,Hybrid,68.8,1.8
 Auris,2012,6999,Automatic,86256,Hybrid,70.6,1.8
 Auris,2018,18495,Automatic,16442,Hybrid,65.6,1.8
 Auris,2019,18599,Automatic,16039,Hybrid,65.6,1.8
 Auris,2016,12750,Automatic,30823,Hybrid,78.5,1.8
 Auris,2014,10995,Automatic,46714,Hybrid,76.4,1.8
 Auris,2014,9949,Automatic,66900,Hybrid,74.3,1.8
 Auris,2012,4995,Manual,71062,Gasoline,47.9,1.3
 Auris,2007,2995,Manual,79183,Gasoline,39.8,1.6
 Auris,2015,13495,Automatic,46120,Hybrid,70.6,1.8
 Auris,2014,11795,Automatic,60880,Hybrid,76.4,1.8
 Auris,2017,13500,Automatic,59150,Hybrid,78.5,1.8
 Auris,2017,12000,Automatic,86980,Hybrid,78.5,1.8
 Auris,2017,10490,Automatic,35000,Gasoline,61.4,1.2
 Auris,2014,11490,Automatic,33000,Hybrid,76.4,1.8
 Auris,2017,15990,Automatic,24000,Hybrid,70.6,1.8
 Auris,2014,11490,Automatic,29000,Hybrid,72.4,1.8
 Auris,2009,3990,Manual,44000,Gasoline,43.5,1.6
 Auris,2017,14849,Automatic,23746,Hybrid,78.5,1.8
 Auris,2013,9995,Automatic,38000,Hybrid,74.3,1.8
 Auris,2013,8995,Automatic,53331,Hybrid,72.4,1.8
 Auris,2014,9600,Automatic,23865,Gasoline,48.7,1.6
 Auris,2011,6800,Automatic,67437,Hybrid,70.6,1.8
 Auris,2017,16995,Automatic,22192,Hybrid,78.5,1.8
 Auris,2016,14495,Automatic,13285,Hybrid,72.4,1.8
 Auris,2015,12000,Automatic,25000,Hybrid,76.4,1.8
 Auris,2016,14995,Automatic,36000,Hybrid,70.6,1.8
 Auris,2017,18395,Automatic,18132,Hybrid,70.6,1.8
 Auris,2017,15700,Automatic,33388,Hybrid,78.5,1.8
 Auris,2016,12200,Automatic,38541,Hybrid,72.4,1.8
 Auris,2017,18795,Automatic,22071,Hybrid,70.6,1.8
 Auris,2016,15495,Automatic,31697,Hybrid,78.5,1.8
 Auris,2014,11495,Automatic,32962,Hybrid,76.4,1.8
 Auris,2014,10000,Manual,23743,Gasoline,46.3,1.6
 Auris,2016,8995,Manual,23000,Diesel,67.3,1.6
 Auris,2013,10490,Automatic,29935,Hybrid,74.3,1.8
 Auris,2014,9990,Automatic,65882,Hybrid,76.4,1.8
 Auris,2018,14995,Automatic,49989,Hybrid,65.6,1.8
 Auris,2018,13995,Automatic,73000,Hybrid,65.6,1.8
 Auris,2015,13450,Automatic,17148,Hybrid,72.4,1.8
 Auris,2017,17390,Automatic,11432,Hybrid,78.5,1.8
 Auris,2013,8490,Automatic,46287,Gasoline,48.7,1.6
 Auris,2017,17850,Automatic,13175,Hybrid,78.5,1.8
 Auris,2017,15790,Automatic,40502,Hybrid,78.5,1.8
 Auris,2017,16150,Automatic,36193,Hybrid,78.5,1.8
 Auris,2017,14290,Automatic,30916,Hybrid,72.4,1.8
 Auris,2018,17750,Automatic,21895,Hybrid,65.6,1.8
 Auris,2014,9340,Automatic,57000,Hybrid,72.4,1.8
 Auris,2015,10880,Automatic,43000,Hybrid,72.4,1.8
 Auris,2014,9440,Automatic,51000,Hybrid,74.3,1.8
 Auris,2017,15550,Automatic,8963,Hybrid,78.5,1.8
 Auris,2014,7240,Automatic,141000,Hybrid,70.6,1.8
 Auris,2014,11000,Automatic,51750,Hybrid,70.6,1.8
 Auris,2016,11950,Automatic,20220,Gasoline,55.4,1.2
 Auris,2017,11500,Manual,24960,Gasoline,51.4,1.2
 Auris,2017,17150,Automatic,16309,Hybrid,78.5,1.8
 Auris,2016,14790,Automatic,9675,Hybrid,78.5,1.8
 Auris,2017,16000,Automatic,4309,Hybrid,78.5,1.8
 Auris,2018,14500,Automatic,17279,Hybrid,68.8,1.8
 Auris,2007,3395,Automatic,84000,Gasoline,40.9,1.6
 Auris,2014,8250,Manual,11943,Gasoline,47.9,1.6
 Auris,2017,15295,Automatic,17660,Hybrid,78.5,1.8
 Auris,2014,11000,Automatic,54669,Hybrid,76.4,1.8
 Auris,2014,11400,Automatic,49626,Hybrid,70.6,1.8
 Auris,2016,15700,Automatic,16593,Hybrid,70.6,1.8
 Auris,2016,12500,Automatic,28609,Hybrid,78.5,1.8
 Auris,2015,13600,Automatic,31745,Hybrid,70.6,1.8
 Auris,2018,14900,Automatic,36376,Hybrid,65.6,1.8
 Auris,2016,12000,Automatic,39080,Hybrid,78.5,1.8
 Auris,2016,12500,Automatic,56680,Hybrid,70.6,1.8
 Auris,2016,13400,Automatic,24610,Hybrid,78.5,1.8
 Auris,2018,15800,Automatic,28365,Hybrid,65.6,1.8
 Auris,2015,10800,Automatic,30754,Hybrid,74.3,1.8
 Auris,2017,15000,Automatic,39225,Hybrid,70.6,1.8
 Auris,2017,14000,Automatic,35633,Hybrid,78.5,1.8
 Auris,2017,12000,Automatic,12057,Gasoline,55.4,1.2
 Auris,2015,11400,Automatic,56617,Hybrid,70.6,1.8
 Auris,2017,13800,Automatic,65442,Hybrid,70.6,1.8
 Auris,2015,12500,Automatic,34277,Hybrid,72.4,1.8
 Auris,2017,16998,Automatic,14567,Hybrid,70.6,1.8
 Auris,2017,16110,Automatic,17714,Hybrid,72.4,1.8
 Auris,2017,13500,Automatic,17995,Hybrid,72.4,1.8
 Auris,2017,14200,Automatic,42199,Hybrid,78.5,1.8
 Auris,2014,11500,Automatic,24482,Gasoline,72.4,1.8
 Auris,2015,15490,Automatic,27751,Hybrid,70.6,1.8
 Auris,2017,18490,Automatic,15135,Hybrid,70.6,1.8
 Auris,2017,17995,Automatic,12888,Hybrid,70.6,1.8
 Auris,2016,17395,Automatic,18858,Hybrid,70.6,1.8
 Auris,2017,12690,Automatic,54900,Hybrid,78.5,1.8
 Auris,2015,12699,Automatic,37784,Hybrid,78.5,1.8
 Auris,2016,14675,Automatic,13793,Hybrid,78.5,1.8
 Auris,2015,7980,Manual,24000,Gasoline,51.4,1.3
 Auris,2017,14500,Automatic,50795,Hybrid,70.6,1.8
 Auris,2016,11000,Automatic,64166,Hybrid,78.5,1.8
 Auris,2018,14200,Automatic,20913,Hybrid,68.8,1.8
 Auris,2017,13700,Automatic,34638,Hybrid,78.5,1.8
 Auris,2016,14150,Automatic,21544,Hybrid,78.5,1.8
 Auris,2017,15795,Automatic,13385,Hybrid,72.4,1.8
 Auris,2015,13200,Automatic,19715,Hybrid,76.4,1.8
 Auris,2017,14995,Automatic,14599,Hybrid,78.5,1.8
 Auris,2016,15350,Automatic,41051,Hybrid,70.6,1.8
 Auris,2011,8995,Automatic,42357,Hybrid,70.6,1.8
 Auris,2016,13499,Automatic,20915,Gasoline,72.4,1.8
 Auris,2017,15095,Automatic,43405,Hybrid,78.5,1.8
 Auris,2017,16249,Automatic,8251,Hybrid,72.4,1.8
 Auris,2016,14995,Automatic,6113,Hybrid,78.5,1.8
 Auris,2016,13494,Automatic,26157,Hybrid,78.5,1.8
 Auris,2012,8795,Automatic,52451,Hybrid,70.6,1.8
 Auris,2017,16095,Automatic,31316,Hybrid,78.5,1.8
 Auris,2011,9995,Automatic,11850,Hybrid,70.6,1.8
 Auris,2016,15495,Automatic,33430,Other,76.4,1.8
 Auris,2014,10500,Automatic,59300,Hybrid,72.4,1.8
 Auris,2017,14990,Manual,6983,Gasoline,78.5,1.8
 Auris,2015,12799,Automatic,26622,Hybrid,72.4,1.8
 Auris,2017,15694,Automatic,8613,Hybrid,78.5,1.8
 Auris,2017,14695,Automatic,53707,Hybrid,78.5,1.8
 Auris,2017,15595,Automatic,41904,Hybrid,78.5,1.8
 Auris,2017,15895,Automatic,33278,Hybrid,78.5,1.8
 Aygo,2017,9250,Manual,4414,Other,68.9,1.0
 Aygo,2017,7100,Manual,32351,Gasoline,68.9,1.0
 Aygo,2016,6500,Manual,26193,Gasoline,69.0,1.0
 Aygo,2017,7650,Manual,12134,Gasoline,68.9,1.0
 Aygo,2016,6999,Manual,21123,Gasoline,69.0,1.0
 Aygo,2015,6495,Manual,33931,Gasoline,69.0,1.0
 Aygo,2018,8998,Semi-Auto,19885,Gasoline,67.3,1.0
 Aygo,2017,6998,Manual,36975,Gasoline,68.9,1.0
 Aygo,2017,6698,Manual,58008,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,40405,Gasoline,68.9,1.0
 Aygo,2017,6800,Manual,32725,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,14257,Gasoline,68.9,1.0
 Aygo,2019,9998,Manual,3291,Gasoline,56.5,1.0
 Aygo,2017,7998,Manual,11675,Gasoline,68.9,1.0
 Aygo,2019,9498,Manual,2807,Gasoline,56.5,1.0
 Aygo,2014,5985,Manual,24176,Gasoline,69.0,1.0
 Aygo,2017,6522,Manual,30025,Gasoline,69.0,1.0
 Aygo,2016,6995,Manual,13171,Gasoline,69.0,1.0
 Aygo,2017,6995,Manual,10172,Gasoline,69.0,1.0
 Aygo,2017,7495,Manual,20253,Gasoline,68.9,1.0
 Aygo,2017,6895,Manual,8583,Gasoline,69.0,1.0
 Aygo,2016,6995,Manual,18842,Gasoline,69.0,1.0
 Aygo,2017,6995,Manual,9914,Gasoline,69.0,1.0
 Aygo,2017,6795,Manual,19150,Gasoline,69.0,1.0
 Aygo,2016,6495,Manual,19780,Gasoline,69.0,1.0
 Aygo,2017,7395,Manual,19502,Gasoline,68.9,1.0
 Aygo,2017,7995,Manual,9976,Gasoline,68.9,1.0
 Aygo,2017,6522,Manual,28033,Gasoline,69.0,1.0
 Aygo,2017,6495,Manual,24882,Gasoline,69.0,1.0
 Aygo,2017,6995,Manual,8932,Gasoline,69.0,1.0
 Aygo,2016,5995,Manual,31473,Gasoline,69.0,1.0
 Aygo,2019,10995,Manual,355,Gasoline,57.7,1.0
 Aygo,2019,9998,Manual,6721,Gasoline,57.7,1.0
 Aygo,2017,8495,Automatic,23589,Gasoline,67.0,1.0
 Aygo,2019,10295,Manual,2865,Gasoline,57.7,1.0
 Aygo,2018,8890,Manual,6275,Gasoline,56.5,1.0
 Aygo,2017,6798,Manual,13036,Gasoline,69.0,1.0
 Aygo,2017,7498,Manual,13046,Gasoline,68.9,1.0
 Aygo,2017,7998,Manual,11468,Gasoline,68.9,1.0
 Aygo,2019,9260,Manual,150,Gasoline,56.5,1.0
 Aygo,2016,6295,Manual,9000,Gasoline,69.0,1.0
 Aygo,2017,7298,Manual,27268,Gasoline,69.0,1.0
 Aygo,2017,7498,Manual,30001,Gasoline,68.9,1.0
 Aygo,2019,9995,Manual,148,Gasoline,56.5,1.0
 Aygo,2019,10995,Semi-Auto,390,Gasoline,55.4,1.0
 Aygo,2017,7498,Manual,25186,Gasoline,68.9,1.0
 Aygo,2017,9298,Semi-Auto,10559,Gasoline,67.3,1.0
 Aygo,2014,5698,Manual,53501,Gasoline,69.0,1.0
 Aygo,2019,9998,Manual,2347,Gasoline,56.5,1.0
 Aygo,2017,7498,Manual,31693,Gasoline,68.9,1.0
 Aygo,2016,6998,Manual,21145,Gasoline,69.0,1.0
 Aygo,2014,4290,Manual,31010,Gasoline,65.7,1.0
 Aygo,2014,4998,Manual,27809,Gasoline,65.7,1.0
 Aygo,2017,6498,Manual,24512,Gasoline,69.0,1.0
 Aygo,2019,8998,Manual,21786,Gasoline,56.5,1.0
 Aygo,2016,6998,Manual,31501,Gasoline,69.0,1.0
 Aygo,2017,7498,Manual,29978,Gasoline,68.9,1.0
 Aygo,2016,6498,Manual,23901,Gasoline,69.0,1.0
 Aygo,2018,8498,Semi-Auto,41626,Gasoline,67.3,1.0
 Aygo,2017,7998,Manual,8150,Gasoline,68.9,1.0
 Aygo,2016,6498,Manual,25065,Gasoline,69.0,1.0
 Aygo,2014,5498,Manual,36320,Gasoline,69.0,1.0
 Aygo,2017,8498,Manual,7287,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,25413,Gasoline,68.9,1.0
 Aygo,2017,6798,Manual,9701,Gasoline,69.0,1.0
 Aygo,2017,7998,Manual,15197,Gasoline,68.9,1.0
 Aygo,2017,7298,Manual,16523,Gasoline,68.9,1.0
 Aygo,2017,6998,Manual,8044,Gasoline,69.0,1.0
 Aygo,2017,6998,Manual,13423,Gasoline,69.0,1.0
 Aygo,2017,7998,Manual,12096,Gasoline,68.9,1.0
 Aygo,2018,7998,Manual,18410,Gasoline,68.9,1.0
 Aygo,2015,5998,Manual,24568,Gasoline,69.0,1.0
 Aygo,2015,6498,Manual,36121,Gasoline,69.0,1.0
 Aygo,2018,7698,Manual,17369,Gasoline,68.9,1.0
 Aygo,2017,8998,Manual,14998,Gasoline,68.9,1.0
 Aygo,2017,8998,Manual,12445,Gasoline,68.9,1.0
 Aygo,2017,7998,Manual,11066,Gasoline,68.9,1.0
 Aygo,2017,7998,Manual,7174,Gasoline,68.9,1.0
 Aygo,2014,5998,Manual,33154,Gasoline,69.0,1.0
 Aygo,2018,8998,Manual,12977,Gasoline,56.5,1.0
 Aygo,2017,7498,Manual,16748,Gasoline,68.9,1.0
 Aygo,2018,9298,Manual,8602,Gasoline,56.5,1.0
 Aygo,2017,7698,Manual,13166,Gasoline,68.9,1.0
 Aygo,2017,7998,Manual,10385,Gasoline,68.9,1.0
 Aygo,2017,8498,Manual,16544,Gasoline,68.9,1.0
 Aygo,2017,8498,Manual,13173,Gasoline,68.9,1.0
 Aygo,2018,8498,Manual,10498,Gasoline,68.9,1.0
 Aygo,2018,8298,Manual,13666,Gasoline,68.9,1.0
 Aygo,2019,8998,Manual,3593,Gasoline,56.5,1.0
 Aygo,2015,6470,Manual,39026,Gasoline,69.0,1.0
 Aygo,2017,8498,Manual,14439,Gasoline,68.9,1.0
 Aygo,2017,6998,Manual,20155,Gasoline,68.9,1.0
 Aygo,2018,7990,Manual,10164,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,15156,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,17071,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,14888,Gasoline,68.9,1.0
 Aygo,2017,9440,Semi-Auto,11074,Gasoline,67.3,1.0
 Aygo,2017,5998,Manual,30031,Gasoline,69.0,1.0
 Aygo,2017,7498,Manual,19875,Gasoline,68.9,1.0
 Aygo,2019,8998,Manual,10,Gasoline,56.5,1.0
 Aygo,2017,6298,Manual,27695,Gasoline,69.0,1.0
 Aygo,2017,6698,Manual,14542,Gasoline,69.0,1.0
 Aygo,2016,7130,Manual,23971,Gasoline,69.0,1.0
 Aygo,2013,4320,Manual,35482,Gasoline,65.7,1.0
 Aygo,2019,9990,Manual,3055,Gasoline,57.7,1.0
 Aygo,2014,4495,Manual,19658,Gasoline,65.7,1.0
 Aygo,2016,7298,Manual,15950,Gasoline,69.0,1.0
 Aygo,2020,9995,Manual,500,Gasoline,56.5,1.0
 Aygo,2017,7698,Manual,11881,Gasoline,68.9,1.0
 Aygo,2017,7698,Manual,6291,Gasoline,68.9,1.0
 Aygo,2017,7698,Manual,11211,Gasoline,68.9,1.0
 Aygo,2017,7698,Manual,15126,Gasoline,68.9,1.0
 Aygo,2019,9495,Manual,1360,Gasoline,56.5,1.0
 Aygo,2014,5498,Manual,58625,Gasoline,69.0,1.0
 Aygo,2019,9998,Manual,2519,Gasoline,56.5,1.0
 Aygo,2019,8998,Manual,1620,Gasoline,56.5,1.0
 Aygo,2017,7990,Manual,34697,Gasoline,69.0,1.0
 Aygo,2017,8990,Semi-Auto,15772,Gasoline,67.3,1.0
 Aygo,2015,5620,Manual,32540,Gasoline,69.0,1.0
 Aygo,2017,9498,Semi-Auto,18303,Gasoline,67.3,1.0
 Aygo,2017,8998,Semi-Auto,16007,Gasoline,67.3,1.0
 Aygo,2014,6298,Manual,19438,Gasoline,69.0,1.0
 Aygo,2017,7998,Manual,5008,Gasoline,68.9,1.0
 Aygo,2017,6998,Manual,31571,Gasoline,68.9,1.0
 Aygo,2018,7998,Manual,18752,Gasoline,68.9,1.0
 Aygo,2017,8998,Manual,11925,Gasoline,68.9,1.0
 Aygo,2017,7698,Manual,8243,Gasoline,68.9,1.0
 Aygo,2017,7695,Manual,19700,Gasoline,68.9,1.0
 Aygo,2014,4798,Manual,36493,Gasoline,65.7,1.0
 Aygo,2015,6498,Manual,21261,Gasoline,69.0,1.0
 Aygo,2017,7998,Manual,6730,Gasoline,68.9,1.0
 Aygo,2019,9495,Manual,1360,Gasoline,56.5,1.0
 Aygo,2017,5295,Manual,15666,Gasoline,69.0,1.0
 Aygo,2016,5295,Manual,12076,Gasoline,69.0,1.0
 Aygo,2018,6995,Manual,16283,Gasoline,69.0,1.0
 Aygo,2015,5498,Manual,40599,Gasoline,69.0,1.0
 Aygo,2019,9498,Manual,5826,Gasoline,56.5,1.0
 Aygo,2015,6380,Manual,23365,Gasoline,69.0,1.0
 Aygo,2015,6698,Manual,17517,Gasoline,69.0,1.0
 Aygo,2016,6698,Manual,24183,Gasoline,69.0,1.0
 Aygo,2019,11990,Manual,1546,Gasoline,56.5,1.0
 Aygo,2017,7698,Manual,15635,Gasoline,68.9,1.0
 Aygo,2018,8298,Manual,12051,Gasoline,56.5,1.0
 Aygo,2017,7990,Manual,13649,Gasoline,68.9,1.0
 Aygo,2018,8490,Manual,25000,Gasoline,56.5,1.0
 Aygo,2016,6698,Manual,20169,Gasoline,69.0,1.0
 Aygo,2017,7698,Manual,19654,Gasoline,68.9,1.0
 Aygo,2017,6498,Manual,20949,Gasoline,69.0,1.0
 Aygo,2017,7598,Manual,11737,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,25223,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,16912,Gasoline,68.9,1.0
 Aygo,2017,7295,Manual,16044,Gasoline,69.0,1.0
 Aygo,2017,8495,Manual,14751,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,19458,Gasoline,68.9,1.0
 Aygo,2018,7170,Manual,10018,Gasoline,69.0,1.0
 Aygo,2015,5990,Manual,44000,Gasoline,69.0,1.0
 Aygo,2014,6090,Manual,20607,Gasoline,69.0,1.0
 Aygo,2017,6998,Manual,27735,Gasoline,68.9,1.0
 Aygo,2017,7998,Manual,19520,Gasoline,68.9,1.0
 Aygo,2017,8795,Manual,14485,Gasoline,68.9,1.0
 Aygo,2019,10995,Manual,1094,Gasoline,57.7,1.0
 Aygo,2017,7695,Manual,19451,Gasoline,69.0,1.0
 Aygo,2015,4998,Manual,69664,Gasoline,69.0,1.0
 Aygo,2018,7998,Manual,15111,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,23151,Gasoline,68.9,1.0
 Aygo,2017,7498,Manual,24102,Gasoline,68.9,1.0
 Aygo,2017,6498,Manual,19889,Gasoline,69.0,1.0
 Aygo,2017,7998,Manual,20393,Gasoline,68.9,1.0
 Aygo,2018,8698,Manual,6144,Gasoline,68.9,1.0
 Aygo,2017,6495,Manual,19402,Gasoline,69.0,1.0
 Aygo,2018,7410,Manual,21501,Gasoline,68.9,1.0
 Aygo,2017,6298,Manual,33402,Gasoline,69.0,1.0
 Aygo,2017,7888,Manual,20857,Gasoline,68.9,1.0
 Aygo,2017,6244,Manual,19287,Gasoline,69.0,1.0
 Aygo,2015,6998,Manual,28880,Gasoline,69.0,1.0
